name,RevT,DLM,TCF,TCT,UF,FTs,Size,Art
children-missing-from-home-or-care,2013-11-16,2010-12-06,2008-10,2010-06,,"{u'XLS': 1, u'ZIP': 1}",55.1,2
children-looked-after-by-local-authorities-in-england-2010,2013-11-16,2010-12-06,,,annual,"{u'PDF': 1, u'XLS': 10, u'ZIP': 1}",599.2,12
property-transactions-land-registry,,2010-12-03,,,,{},0.0,0
esrc-financial-transactions,2013-06-19,2010-12-03,2010-04-01,2010-09-30,monthly,{u'XLS': 2},387.1,2
london-nhs-hcai-performance-report,2013-06-19,2010-12-03,2010-10-01,2010-12-31,quarterly,{u'XLS': 2},38.4,2
london-nhs-breastfeeding-and-early-access-to-maternity-services-pct,2013-06-19,2010-12-03,2009-04-01,2010-12-31,quarterly,{u'XLS': 2},38.4,2
london-nhs-cancer-service-waiting-times-report,2013-06-19,2010-12-03,2010-07-01,2010-12-31,quarterly,{u'XLS': 2},38.4,2
london-nhs-accident-emergency-dept-performance-report,2013-06-19,2010-12-03,2010-04-01,2010-12-31,quarterly,{u'XLS': 2},38.4,2
natural-england-inspire-compliant-metadata-dec2010,2013-06-19,2010-12-03,,,monthly,{u'XML': 1},45.9,1
midwifery-workforce-maternity-service-activity-london-200910,2013-06-19,2010-12-03,,,annual,{u'XLS': 1},19.2,1
london-nhs-vital-signs-stroke-care,2013-06-19,2010-12-03,2010-04-01,2010-12-31,quarterly,{u'XLS': 2},38.4,2
london-nhs-stroke-hasu-activity,2013-06-19,2010-12-03,2010-08-01,2010-12-31,quarterly,{u'XLS': 2},38.4,2
natural-england-inspire-compliant-metadata,2013-06-19,2010-12-03,,,monthly,{u'XML': 1},45.9,1
london-nhs-mental-health-community-activity-early-intervention-crisis-resolution-services,2013-06-19,2010-12-03,2010-04-01,2010-12-31,quarterly,{u'XLS': 2},38.4,2
london-nhs-referral-to-treatment-waiting-time-performance,2013-06-19,2010-12-03,2010-09-01,2010-09-30,quarterly,{u'XLS': 2},38.4,2
london-nhs-childhood-immunisation-pct-performance,2013-06-19,2010-12-03,2010-04-01,2010-12-31,quarterly,{u'XLS': 2},38.4,2
london-nhs-maternity-workforce-monthly-returns,2013-06-19,2010-12-03,2010-04-01,2010-09-30,quarterly,{u'XLS': 1},19.2,1
wiltshire-council-spending-over-five-hundred,2013-11-16,2010-12-02,2010-10-01,2011-01-31,monthly,"{u'CSV': 12, u'HTML': 1}",19025.8,13
global-companies-r-and-d-investment-by-sector-2010,2012-11-15,2010-12-02,,,never,{u'CSV': 1},1.2,1
uk-companies-r-and-d-investment-by-region-2010,2012-11-15,2010-12-02,,,never,{u'CSV': 1},1.2,1
mla-local-spend-data-regional-summary,2013-11-09,2010-12-02,,,annual,{u'XLS': 1},5.1,1
grant-for-business-investment-table-1,2013-06-19,2010-12-02,,,quarterly,{u'CSV': 5},2.8,5
grant-for-business-investment-offers-of-75000-pounds-or-more,2013-06-19,2010-12-02,,,quarterly,{u'CSV': 5},11.9,5
wiltshire-council-salaries-and-expenses,2013-06-19,2010-12-02,2010-10-01,2010-12-31,monthly,"{u'CSV': 14, u'HTML': 1}",68.1,15
uk-companies-r-and-d-investment-by-sector-2010,2012-11-15,2010-12-01,,,never,{u'CSV': 1},1.2,1
financial-transactions-data-hereford-hospitals-nhs-trust,2012-06-27,2010-12-01,,,monthly,{u'CSV': 6},28.0,6
transparency,2013-04-13,2010-12-01,2010-05-01,2010-05-31,monthly,{u'XLS': 1},1.6,1
financial-transactions-data-herefordshire-primary-care-trust,2013-11-16,2010-12-01,,,monthly,{u'CSV': 6},106.5,6
english-heritage-local-spend-data-regional-summary,2013-10-04,2010-11-30,,,annual,{u'CSV': 1},0.6,1
financial-transactions-data-bwdctp,2013-03-29,2010-11-30,2010-04-01,2011-01-31,monthly,{u'CSV': 10},12.4,10
kirklees-council-land-ownership,2013-06-19,2010-11-30,2010-11-24,2010-11-24,,{u'CSV': 1},1277.7,1
disclosure-ministerial-gifts-received-department-for-education,2013-10-04,2010-11-29,2010-05,2010-07,quarterly,{u'CSV': 1},14.5,1
disclosure-special-adviser-hospitality-received-department-for-education,2013-10-04,2010-11-29,2010-05,2010-07,quarterly,{u'CSV': 1},14.5,1
disclosure-ministerial-overseas-travel-department-for-education,2013-06-19,2010-11-29,2010-05,2010-07,quarterly,{u'CSV': 1},1.9,1
disclosure-ministerial-hospitality-received-department-for-education,2013-10-04,2010-11-29,2010-05,2010-07,quarterly,{u'CSV': 2},29.0,2
crown-prosecution-service-resource-accounts-2009-2010,2013-11-02,2010-11-29,2004,2011,annual,{u'HTML': 6},262.7,6
organogram-staff-pay-hs2,2013-11-16,2010-11-29,,,Biannually,"{u'XML': 1, u'CSV': 1}",36.7,2
organogram-staff-pay-renewable-fuels-agency,2013-11-16,2010-11-29,,,Biannually,"{u'PDF': 1, u'CSV': 3}",70.6,4
organogram-directly-operated-railways,2013-06-19,2010-11-29,,,Biannually,"{u'PDF': 1, u'CSV': 3}",97.5,4
disclosure-ministerial-gifts-given-department-for-education,2013-10-04,2010-11-29,2010-05,2010-07,quarterly,{u'CSV': 1},14.5,1
organogram-staff-pay-railway-heritage-committee,2013-04-13,2010-11-29,,,Biannually,{u'CSV': 1},6.5,1
disclosure-ministerial-external-meetings-department-for-education,2013-10-04,2010-11-29,2010-05,2010-07,quarterly,{u'CSV': 2},29.0,2
organogram-staff-pay-passenger-focus,2013-04-13,2010-11-29,,,Biannually,{u'CSV': 3},19.4,3
financial-transactions-data-queen-victoria-hospital-nhs-foundation-trust,2013-01-04,2010-11-29,2010-04-01,2010-11-30,monthly,{u'CSV': 8},50.9,8
disclosure-special-adviser-gifts-received-department-for-education,2013-10-04,2010-11-29,2010-05,2010-07,quarterly,{u'CSV': 1},14.5,1
dental-earnings-and-expenses-northern-ireland-2008-09-experimental-statistics,2013-06-19,2010-11-27,,,,{u'PDF': 1},751.9,1
spend-disclosure-transparency-data,2013-11-16,2010-11-26,2010-09-01,2010-09-30,monthly,{u'CSV': 1},56.4,1
contract-list,2013-06-19,2010-11-26,2010-10-01,2010-10-31,After contract signature,{u'CSV': 1},2.5,1
prescribing-data-primary-care-england-nhsbsa,2013-11-16,2010-11-26,,,quarterly,{u'HTML': 1},11.2,1
cps_annual_report_data_2009-2010_cps_regional_expenditure_2010,2013-06-19,2010-11-25,2004,2011,annual,{u'CSV': 1},0.8,1
financial-transactions-data-darlington-primary-care-trust,2013-06-19,2010-11-25,2010-04-01,2010-12-31,monthly,{u'CSV': 35},10.5,35
financial-transactions-data-county-durham-primary-care-trust,2013-10-19,2010-11-25,2010-04-01,2010-12-31,monthly,{u'CSV': 35},10.5,35
crown-prosecution-service-annual-report-2009-2010-casework-statistics,2013-06-19,2010-11-25,2007,2010,,{u'CSV': 7},2.4,7
financial-transactions-data-dwp,2013-11-08,2010-11-25,2010-05-12,2010-10-31,monthly,{u'CSV': 42},200503.5,42
ni_101_looked_after_children_achieving_5_a-c_gcses_or_equivalent_at_key_stage_4_including_english_an,2013-06-19,2010-11-24,,,,"{u'PDF': 2, u'XLS': 3}",194.8,5
ypla_financial_transactions_sept,2013-06-19,2010-11-24,2010-09-01,2010-09-30,monthly,{u'ZIP': 1},117.8,1
travel_to_work_flows,2013-07-27,2010-11-24,,,Every 10 years,{u'': 1},13.8,1
financial-transactions-data-fsc,2013-06-19,2010-11-24,,,monthly,{u'CSV': 1},120.5,1
warwickshire-medium-term-savings,2013-06-19,2010-11-24,,,annual,"{u'CSV': 1, u'XLS': 1}",79.0,2
warwickshire-job-seekers-allowance-claimants,2013-06-19,2010-11-24,,,,"{u'CSV': 1, u'XLS': 1}",115.2,2
warwickshire-health-deprivation,2013-06-19,2010-11-24,,,,{u'XLS': 1},75.8,1
warwickshire-jobs-growth,2013-06-19,2010-11-24,,,,"{u'CSV': 1, u'XLS': 1}",95.5,2
warwickshire-customer-access-points,2013-06-19,2010-11-24,None,None,,{u'CSV': 1},1.6,1
warwickshire-district-and-borough-boundaries,2013-06-19,2010-11-24,,,,{u'KML': 1},1096.4,1
warwickshire-country-parks,2013-07-27,2010-11-24,None,None,,{u'XML': 1},3.6,1
warwickshire-electoral-area-boundaries,2013-06-19,2010-11-24,,,,{u'KML': 1},3039.4,1
warwickshire-county-boundary,2013-06-19,2010-11-24,,,,{u'KML': 1},646.6,1
uk-higher-education-institution-income-and-expenditure,2013-06-19,2010-11-24,2006,2009,annual,{u'XLS': 4},307.2,4
uk-grants-support-directory-2009-2010,2013-06-19,2010-11-24,None,None,never,{u'CSV': 1},874.9,1
sunderland-listed-buildings,2013-06-19,2010-11-24,,,annual,{u'XML': 1},720.1,1
sunderland-play-areas,2013-06-19,2010-11-24,,,As required,{u'XML': 1},84.5,1
sunderland-priority-one-gritting-routes,2013-06-19,2010-11-24,,,As required,{u'XML': 1},142.0,1
sunderland-leisure-facilities,2013-06-19,2010-11-24,,,As required,{u'XML': 1},5.4,1
sunderland-museums,2013-06-19,2010-11-24,,,As required,{u'XML': 1},6.5,1
sunderland-opticians,2013-06-19,2010-11-24,,,annual,{u'XML': 1},14.5,1
sunderland-post-offices,2013-06-19,2010-11-24,,,annual,{u'XML': 1},17.9,1
sunderland-libraries,2013-06-19,2010-11-24,,,annual,{u'XML': 1},17.8,1
sunderland-pharmacies,2013-06-19,2010-11-24,,,annual,{u'XML': 1},30.7,1
selected_household_characteristics_2001_census,2013-06-19,2010-11-24,,,Every 10 years,{u'': 1},5.6,1
self_employment_rates,2013-04-13,2010-11-24,,,annual,{u'': 1},11.0,1
sex_and_age_and_level_of_qualifications_by_economic_activity,2013-06-19,2010-11-24,,,Every 10 years,{u'': 1},11.1,1
sex_and_age_by_distance_travelled_to_work,2013-06-19,2010-11-24,,,Every 10 years,{u'': 1},11.1,1
school_type_special_private_etc,2013-06-19,2010-11-24,None,None,annual,{u'': 1},11.4,1
sex_and_age_by_ability_to_speak_welsh,2013-06-19,2010-11-24,,,Every 10 years,{u'': 1},11.1,1
sentenced_prisoners_by_court_sentencing_area_received_into_prison_establishments_by_ethnicity,2013-04-13,2010-11-24,None,None,annual,{u'': 1},49.3,1
sentencing-brief-england-and-wales,2013-04-13,2010-11-24,None,None,annual,{u'XLS': 1},49.3,1
pupils_with_special_educational_needs_sen,2013-06-19,2010-11-24,None,None,annual,{u'': 1},11.4,1
pupil_teacher_ratios_for_maintained_primary_and_secondary_schools,2013-06-19,2010-11-24,None,None,,{u'': 1},11.4,1
pupils_by_first_language,2013-06-19,2010-11-24,None,None,annual,{u'': 1},11.4,1
pupils_by_ethnic_group_in_maintained_schools,2013-06-19,2010-11-24,None,None,annual,{u'': 1},11.4,1
pupils_by_age_in_maintained_schools,2013-06-19,2010-11-24,None,None,annual,{u'': 1},11.4,1
pupils_with_special_educational_needs_sen_-_absence_and_exclusions,2013-06-19,2010-11-24,None,None,annual,{u'': 1},11.4,1
pupil_teacher_ratios_by_school_type,2013-06-19,2010-11-24,None,None,annual,{u'': 1},11.4,1
pupils_by_school_type_special_private_etc,2013-06-19,2010-11-24,None,None,annual,{u'': 1},11.4,1
pupil_foundation_stage_profile_-_physical_development,2013-06-19,2010-11-24,None,None,annual,{u'': 1},11.4,1
prostate_cancer_-_mortality_rate,2013-06-19,2010-11-24,,,annual,{u'': 1},1.1,1
probation_officers_by_ethnicity,2013-04-13,2010-11-24,,,,{u'': 1},1.6,1
probation_statistics_-_pre_or_post_supervision_by_ethnicity,2013-04-13,2010-11-24,None,None,annual,{u'': 1},49.3,1
probation-statistics-quarterly-brief-england-and-wales,2013-04-13,2010-11-24,None,None,quarterly,{u'': 1},49.3,1
probation_statistics_-_persons_supervised_by_the_probation_service,2013-04-13,2010-11-24,None,None,quarterly,{u'': 1},49.3,1
public-toilets-in-brent,2013-08-10,2010-11-24,,,annual,{u'KML': 1},17.2,1
provisional-monthly-hes-for-admitted-patient-care-outpatient-and-accident-and-emergency-data,2013-06-29,2010-11-24,,,annual,{u'XLS': 2},297.0,2
older_people_residential_and_nursing_care,2013-04-13,2010-11-24,,,,{u'': 1},14.8,1
oesophageal_cancer_-_mortality_rate,2013-06-19,2010-11-24,,,annual,{u'': 1},1.1,1
occupation_by_highest_level_of_qualification,2013-06-19,2010-11-24,,,Every 10 years,{u'': 1},11.1,1
occupation_groups_2001_census,2013-06-19,2010-11-24,,,Every 10 years,{u'': 1},5.6,1
older_people_helped_to_live_at_home,2013-04-13,2010-11-24,,,,{u'': 1},14.8,1
occupation_by_industry,2013-06-19,2010-11-24,,,Every 10 years,{u'': 1},11.1,1
ni_111_-_first_time_entrants_to_the_youth_justice_system_aged_10-17,2013-04-13,2010-11-24,None,None,annual,{u'': 1},11.0,1
ni_107_-_key_stage_2_attainment_for_black_and_minority_ethnic_groups,2013-04-13,2010-11-24,None,None,annual,{u'': 1},11.0,1
ni_108_-_key_stage_4_attainment_for_black_and_minority_ethnic_groups,2013-04-13,2010-11-24,None,None,annual,{u'': 1},11.0,1
ni_105_the_special_educational_needs_sen-non-sen_gap_achieving_5_a-_c_gcse_including_english_and_mat,2013-04-13,2010-11-24,None,None,,{u'': 1},11.0,1
ni_106_young_people_from_low_income_backgrounds_progressing_to_higher_education,2013-04-13,2010-11-24,None,None,,{u'': 1},11.0,1
ni_114_-_rate_of_permanent_exclusions_from_school,2013-04-13,2010-11-24,None,None,annual,{u'': 1},11.0,1
ni_113_prevalence_of_chlamydia_in_under_25_year_olds,2013-04-13,2010-11-24,None,None,quarterly,{u'': 1},11.0,1
ni_110_young_peoples_participation_in_positive_activities,2013-06-19,2010-11-24,None,None,,{u'': 1},11.4,1
ni_103_special_educational_needs_statements_issued_within_26_weeks,2013-06-19,2010-11-24,None,None,,{u'': 1},11.4,1
new_deal_programme_-_jobs_gained_by_ethnic_group,2013-06-19,2010-11-24,None,None,annual,{u'': 1},5.5,1
new_deal_programme_-_jobs_gained_by_gender,2013-06-19,2010-11-24,None,None,annual,{u'': 1},5.5,1
new_deal_for_young_people_ndyp,2013-06-19,2010-11-24,None,None,annual,{u'': 1},5.5,1
new_deal_for_young_people_-_tabulation_tool,2013-06-19,2010-11-24,None,None,quarterly,{u'': 1},13.5,1
new_deal_programme_-_starts_by_ethnic_group,2013-06-19,2010-11-24,None,None,annual,{u'': 1},5.5,1
new_deal_programme_-_jobs_gained,2013-06-19,2010-11-24,None,None,annual,{u'': 1},5.5,1
new_deal_programme_-_starts_by_gender,2013-06-19,2010-11-24,None,None,annual,{u'': 1},5.5,1
local-directgov-services,2013-08-10,2010-11-24,,,Daily,{u'XML': 1},17.2,1
local-authority-spend-over-500-west-dorset,2013-03-23,2010-11-24,,,quarterly,{u'XLS': 1},16.8,1
location_of_general_practices_gps_-_surgeries,2013-06-19,2010-11-24,,,,{u'': 1},5.5,1
location_of_dental_surgeries,2013-06-19,2010-11-24,,,annual,{u'': 1},5.5,1
location_of_early_years_and_nurseries,2013-06-19,2010-11-24,,,annual,{u'': 1},5.5,1
location_of_educational_establishments,2013-06-19,2010-11-24,,,,{u'': 1},5.6,1
local_environment_survey,2013-10-12,2010-11-24,None,None,,{u'': 1},13.8,1
local-authority-spend-over-500-walsall,2013-06-19,2010-11-24,,,quarterly,{u'CSV': 1},1023.4,1
local_education_authorities_leas_-_geographical_names_and_codes,2013-03-23,2010-11-24,,,,{u'': 1},16.4,1
local-directgov-url-instructions,,2010-11-24,,,,{},0.0,0
intensive_home_care,2013-04-13,2010-11-24,,,annual,{u'': 1},14.8,1
international_and_internal_migration_estimates,2013-03-23,2010-11-24,,,annual,{u'': 1},16.4,1
international-4th-quarter-bottom-trawl-survey,,2010-11-24,None,None,ad hoc,{u'database': 1},0.0,1
international-3rd-quarter-bottom-trawl-survey,,2010-11-24,None,None,annual,{u'database': 1},0.0,1
inspectorsreport,2013-06-19,2010-11-24,None,None,never,{u'XLS': 1},69.1,1
job_centre_vacancies,2013-08-17,2010-11-24,,,monthly,{u'': 1},14.6,1
warwickshire-school-admissions-offers-2009,2013-06-19,2010-11-24,None,None,,"{u'XML': 1, u'CSV': 1}",90.7,2
warwickshire-school-admissions-offers-2010,2013-06-19,2010-11-24,None,None,,"{u'XML': 1, u'CSV': 1}",96.4,2
warwickshire-relative-age-profile,2013-06-19,2010-11-24,,,,"{u'CSV': 1, u'XLS': 1}",118.5,2
warwickshire-pupils-with-sen-status,2013-06-19,2010-11-24,None,None,annual,{u'CSV': 1},29.4,1
warwickshire-school-crossing-patrols,2013-06-19,2010-11-24,,,,"{u'CSV': 1, u'XLS': 1}",38.7,2
warwickshire-pupils-eligible-for-free-school-meals,2013-06-19,2010-11-24,None,None,annual,{u'CSV': 1},23.6,1
warwickshire-pupils-by-first-language,2013-06-19,2010-11-24,None,None,annual,{u'CSV': 1},77.0,1
warwickshire-school-admissions-offers-2008,2013-06-19,2010-11-24,None,None,,{u'CSV': 1},23.4,1
warwickshire-recycling-centres,2013-06-19,2010-11-24,None,None,,{u'XML': 1},4.4,1
vts-financial-transactions,2013-06-19,2010-11-24,2010-10-01,2010-10-31,monthly,{u'CSV': 6},59.6,6
vat_registered_enterprises_by_broad_industry_group,2013-06-19,2010-11-24,,,annual,{u'': 1},5.5,1
vat_registered_enterprises_by_broad_industry_group_in_urban_areas,2013-06-19,2010-11-24,,,annual,{u'': 1},5.5,1
vat_registered_enterprises_by_employment_size_band,2013-06-19,2010-11-24,,,annual,{u'': 1},5.5,1
vat_registered_businesses_-_total_stock_registrations_and_de-registrations_by_broad_industry_group,2013-06-19,2010-11-24,,,annual,{u'': 1},17.0,1
vat_registered_businesses_registering_and_de-registering_per_year,2013-06-19,2010-11-24,,,annual,{u'': 1},17.0,1
vat_registered_enterprises_by_broad_industry_group_in_rural_areas,2013-06-19,2010-11-24,,,annual,{u'': 1},5.5,1
vat_based_local_business_units_totals_only_-_urban-rural,2013-06-19,2010-11-24,,,annual,{u'': 1},5.3,1
vat_registered_enterprises_by_age_of_business,2013-06-19,2010-11-24,,,annual,{u'': 1},5.3,1
sunderland-swimming-pools,2013-06-19,2010-11-24,,,As required,{u'XML': 1},14.9,1
sunderland-schools-2010,2013-06-19,2010-11-24,,,annual,{u'CSV': 1},203.9,1
sunderland-recycling-sites,2013-06-19,2010-11-24,,,annual,{u'XML': 1},30.1,1
sunderland-priority-two-gritting-routes,2013-06-19,2010-11-24,,,As required,{u'XML': 1},150.0,1
sunderland-sports-halls,2013-06-19,2010-11-24,,,As required,{u'XML': 1},16.1,1
sunderland-school-playing-fields,2013-06-19,2010-11-24,,,,{u'XML': 1},327.9,1
sunderland-sure-start-areas,2013-06-19,2010-11-24,,,annual,{u'XML': 1},22.8,1
sunderland-sssi,2013-06-19,2010-11-24,,,annual,{u'XML': 1},639.0,1
sunderland-regeneration-area,2013-06-19,2010-11-24,,,,{u'XML': 1},417.5,1
sex_and_occupation_by_age,2013-06-19,2010-11-24,,,Every 10 years,{u'': 1},11.1,1
sex_and_occupation_by_employment_status_and_hours_worked,2013-06-19,2010-11-24,,,Every 10 years,{u'': 1},11.1,1
staff-organograms-and-pay-treasury-solicitors-department,2013-11-09,2010-11-24,,,Bi-annually,"{u'PDF': 1, u'RDF': 2, u'CSV': 11, u'HTML': 1, u'html+rdfa': 1}",3077.0,16
soc_rss_2010,2012-10-13,2010-11-24,,,annual,"{u'PDF': 2, u'XLS': 3, u'ZIP': 1}",3.1,6
social_housing_demand_and_supply,2013-06-19,2010-11-24,,,annual,{u'': 1},5.3,1
social_grade_approximated_2001_census,2013-06-19,2010-11-24,,,Every 10 years,{u'': 1},5.6,1
shared_houses_2001_census,2013-06-19,2010-11-24,,,Every 10 years,{u'': 1},5.6,1
smoking_in_pregnancy,2013-09-28,2010-11-24,,,annual,{u'': 1},14.9,1
shared-unshared_dwelling_and_central_heating_and_occupancy_rating_by_age,2013-06-19,2010-11-24,,,Every 10 years,{u'': 1},11.1,1
sex_and_occupation_by_hours_worked,2013-06-19,2010-11-24,,,Every 10 years,{u'': 1},11.1,1
qualification_attainment_of_economically_active_adults_,2013-01-26,2010-11-24,None,None,annual,{u'': 1},1.9,1
qualification_attainment_of_economically_active_adults,2013-01-26,2010-11-24,None,None,annual,{u'': 1},1.9,1
qualifications_2001_census,2013-06-19,2010-11-24,,,Every 10 years,{u'': 1},5.6,1
quality-and-outcomes-framework-2008-2009-england-level-data-tables,2013-06-29,2010-11-24,,,annual,{u'XLS': 6},1182.2,6
qualification_levels_of_children_leaving_care,2013-06-19,2010-11-24,None,None,annual,{u'': 1},11.4,1
quality-and-outcomes-framework-2008-2009-prevalence-data-tables,2013-07-13,2010-11-24,,,annual,{u'XLS': 4},10120.2,4
quality-and-outcomes-framework-2006-2007-exception-reporting,2013-06-19,2010-11-24,,,annual,{u'PDF': 1},110.7,1
quality-and-outcomes-framework-2005-2006-exception-report,2013-06-19,2010-11-24,,,annual,{u'PDF': 1},106.6,1
pupil_attainment_at_gce-vce_a-as_by_gender_in_england_referenced_by_location_of_educational_institut,2013-06-19,2010-11-24,None,None,annual,{u'': 1},5.5,1
pupil_absence_in_schools_in_england_referenced_by_location_of_educational_institution,2013-11-02,2010-11-24,None,None,annual,{u'': 1},19.5,1
pupil_attainment_at_gce-vce_a-as_by_gender_in_england_referenced_by_location_of_pupil_residence,2013-06-19,2010-11-24,None,None,annual,{u'': 1},5.3,1
pupil_absence_in_schools_in_england_by_free_school_meal_fsm_eligibility_referenced_by_location_of_pu,2013-06-19,2010-11-24,None,None,annual,{u'': 1},5.3,1
pupil_absence_in_schools_in_england_by_ethnicity_referenced_by_location_of_pupil_residence,2013-06-19,2010-11-24,None,None,annual,{u'': 1},5.3,1
pupil_absence_in_schools_in_england_by_gender_referenced_by_location_of_pupil_residence,2013-06-19,2010-11-24,None,None,annual,{u'': 1},5.3,1
pupil_attainment_at_gce-vce_a-as_-_results,2013-06-19,2010-11-24,None,None,annual,{u'': 1},11.4,1
pupil_attainment_at_gcse_-_achieving_5_grade_a-c,2013-04-13,2010-11-24,None,None,annual,{u'': 1},11.0,1
pupil_absences_-_authorised_and_unauthorised,2013-06-19,2010-11-24,None,None,annual,{u'': 1},11.4,1
obese_children,2013-09-28,2010-11-24,,,annual,{u'': 1},14.9,1
number_of_rooms_by_household_2001_census,2013-06-19,2010-11-24,,,Every 10 years,{u'': 1},5.6,1
ns-sec_by_method_of_travel_to_work,2013-06-19,2010-11-24,,,Every 10 years,{u'': 1},11.1,1
ns-sec_by_tenure,2013-06-19,2010-11-24,,,Every 10 years,{u'': 1},11.1,1
ns-sec_of_household_reference_person_hrp_by_household_composition,2013-06-19,2010-11-24,,,Every 10 years,{u'': 1},11.1,1
ns-sec_of_household_reference_person_hrp_by_age_of_hrp,2013-06-19,2010-11-24,,,Every 10 years,{u'': 1},11.1,1
